EM_QUAL_DEPARTAMENTO_DO_CEPEL_VOCE_ESTA_ALOCADO,HA_QUANTO_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,RESPOSTA,TECNOLOGIA,TOTAL,CATEGORIA
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,ANDROID,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,IOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,MACOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,OUTRO,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Uso atualmente,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Uso atualmente,WINDOWS_1011,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,ANDROID,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,IOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,LINUX_SUSE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,MACOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,OUTRO,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,WINDOWS_1011,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,ANDROID,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,IOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,LINUX_DEBIAN_UBUNTU_MINT_KALI,2,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,MACOS,2,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,OUTRO,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,WINDOWS_1011,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,WINDOWS_NT_SERVER,2,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,IOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,MACOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não preciso / Não se aplica,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,LINUX_SUSE,2,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,OUTRO,2,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,ANDROID,2,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,IOS,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,LINUX_ARCH_MANJARO_ENDEAVOUROS,3,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,WINDOWS_1011,2,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,ANDROID,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,IOS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,2,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,MACOS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,WINDOWS_NT_SERVER,2,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,LINUX_SUSE,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,IOS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,MACOS,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,OUTRO,2,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,ANDROID,1,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,2,SISTEMA_OPERACIONAL
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,WINDOWS_1011,2,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,ANDROID,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,IOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,MACOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,WINDOWS_1011,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,CHROME_OS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,OUTRO,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Me interesso em usar,ANDROID,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Me interesso em usar,IOS,2,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Me interesso em usar,LINUX_ALPINE,2,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Me interesso em usar,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Me interesso em usar,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,2,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Me interesso em usar,LINUX_SUSE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Me interesso em usar,MACOS,2,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não preciso / Não se aplica,CHROME_OS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não preciso / Não se aplica,OUTRO,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não preciso / Não se aplica,WINDOWS_1011,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não preciso / Não se aplica,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não tenho opinião / Não sei,CHROME_OS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não tenho opinião / Não sei,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não tenho opinião / Não sei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não tenho opinião / Não sei,OUTRO,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Não tenho opinião / Não sei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Uso atualmente,ANDROID,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,2,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Uso atualmente,WINDOWS_1011,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Já usei,IOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Já usei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Já usei,MACOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Já usei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Me interesso em usar,WINDOWS_1011,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,ANDROID,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,CHROME_OS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,IOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,LINUX_SUSE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,MACOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,OUTRO,2,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não preciso / Não se aplica,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,CHROME_OS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Uso atualmente,ANDROID,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Uso atualmente,WINDOWS_1011,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Já usei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Já usei,WINDOWS_1011,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Já usei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,ANDROID,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,CHROME_OS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,IOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,MACOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,OUTRO,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Já usei,MACOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Já usei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Me interesso em usar,IOS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Me interesso em usar,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Me interesso em usar,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Me interesso em usar,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Me interesso em usar,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Me interesso em usar,LINUX_SUSE,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não preciso / Não se aplica,OUTRO,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Uso atualmente,ANDROID,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Uso atualmente,CHROME_OS,1,SISTEMA_OPERACIONAL
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Uso atualmente,WINDOWS_1011,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,ANDROID,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,IOS,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,LINUX_SUSE,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,OUTRO,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Uso atualmente,MACOS,1,SISTEMA_OPERACIONAL
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Uso atualmente,WINDOWS_1011,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Já usei,IOS,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Me interesso em usar,LINUX_ARCH_MANJARO_ENDEAVOUROS,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Me interesso em usar,MACOS,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,LINUX_ALPINE,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,LINUX_RED_HAT_FEDORA_CENTOS_ROCKY,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,LINUX_SUSE,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,OUTRO,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,WINDOWS_NT_SERVER,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Uso atualmente,ANDROID,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Uso atualmente,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Uso atualmente,WINDOWS_1011,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,ANDROID,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,CHROME_OS,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,IOS,1,SISTEMA_OPERACIONAL
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,LINUX_DEBIAN_UBUNTU_MINT_KALI,1,SISTEMA_OPERACIONAL
