EM_QUAL_DEPARTAMENTO_DO_CEPEL_VOCE_ESTA_ALOCADO,HA_QUANTO_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,RESPOSTA,TECNOLOGIA,TOTAL,CATEGORIA
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,OUTRO,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,PODMAN,2,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,PROXMOX,2,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,RDP_WINDOWS,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,SINGULARITY,2,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,SSH,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,VIRTUALBOX,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,VMWARE,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,VNC_MULTIPLATAFORMA,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Não tenho opinião / Não sei,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Uso atualmente,DOCKER,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Uso atualmente,DOCKERCOMPOSE,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,Uso atualmente,SSH,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Já usei,VMWARE,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Me interesso em usar,DOCKERSWARM,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Me interesso em usar,KUBERNETES,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,OUTRO,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,PODMAN,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,PROXMOX,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Não tenho opinião / Não sei,SINGULARITY,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,DOCKER,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,DOCKERCOMPOSE,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,RDP_WINDOWS,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,SSH,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,VIRTUALBOX,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,VNC_MULTIPLATAFORMA,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Uso atualmente,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,DOCKER,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,DOCKERCOMPOSE,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,DOCKERSWARM,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,KUBERNETES,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,OUTRO,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,PODMAN,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,PROXMOX,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,RDP_WINDOWS,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,SINGULARITY,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,SSH,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,VIRTUALBOX,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,VMWARE,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,VNC_MULTIPLATAFORMA,1,VIRTUALIZACAO_E_ACESSO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Menos de 1 ano,Não tenho opinião / Não sei,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,DOCKER,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,DOCKERCOMPOSE,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,RDP_WINDOWS,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,SSH,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,VIRTUALBOX,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Já usei,VMWARE,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,DOCKERSWARM,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,KUBERNETES,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,OUTRO,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,PODMAN,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,PROXMOX,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,SINGULARITY,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,VNC_MULTIPLATAFORMA,1,VIRTUALIZACAO_E_ACESSO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Uso atualmente,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Já usei,DOCKER,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Já usei,DOCKERCOMPOSE,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Me interesso em usar,DOCKERSWARM,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Me interesso em usar,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,KUBERNETES,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,OUTRO,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,RDP_WINDOWS,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,PODMAN,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,PROXMOX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,SINGULARITY,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,VIRTUALBOX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,VMWARE,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,VNC_MULTIPLATAFORMA,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Uso atualmente,SSH,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,DOCKERCOMPOSE,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,KUBERNETES,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,VIRTUALBOX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Me interesso em usar,DOCKERSWARM,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Me interesso em usar,SINGULARITY,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,OUTRO,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,PROXMOX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,RDP_WINDOWS,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,VMWARE,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,VNC_MULTIPLATAFORMA,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Uso atualmente,DOCKER,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Uso atualmente,PODMAN,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Uso atualmente,SSH,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Já usei,DOCKER,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Já usei,KUBERNETES,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Já usei,VIRTUALBOX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Já usei,VMWARE,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,DOCKERSWARM,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,OUTRO,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,PROXMOX,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,SINGULARITY,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,VNC_MULTIPLATAFORMA,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Uso atualmente,DOCKERCOMPOSE,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Uso atualmente,PODMAN,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Uso atualmente,RDP_WINDOWS,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Uso atualmente,SSH,1,VIRTUALIZACAO_E_ACESSO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Uso atualmente,WSL_WINDOWS_SUBSYSTEM_FOR_LINUX,1,VIRTUALIZACAO_E_ACESSO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,WSL - Windows Subsystem for Linux;Docker;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Docker;WSL - Windows Subsystem for Linux;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Docker;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Docker;WSL - Windows Subsystem for Linux;Kubernetes;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,WSL - Windows Subsystem for Linux;DockerCompose;SSH;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DID - Depto de IA e Dados,5-10 anos,SSH;Docker;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DID - Depto de IA e Dados,5-10 anos,SSH;DockerCompose;VirtualBox;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,SSH;WSL - Windows Subsystem for Linux;Docker;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Docker;SSH;WSL - Windows Subsystem for Linux;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,SSH;Podman;Kubernetes;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",5-10 anos,SSH;Docker;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",Mais de 10 anos,Docker;SSH;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,WSL - Windows Subsystem for Linux;VMWare;SSH;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,SSH;Docker;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Docker;Podman;DockerCompose;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,RDP (Windows);WSL - Windows Subsystem for Linux;Podman;,QUAIS_DOS_SEGUINTES_MODELOS_DE_VIRTUALIZACAO_OU_DE_ACESSO_VIRTUAL_A_RECURSOS_LHE_SAO_PRIORITARIOS,1,VIRTUALIZACAO_PRIORITARIO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,C,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,C_E_C,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,FORTRAN,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,MATLAB,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,PYTHON,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,SQL,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,GO,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,JAVA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,LABVIEW2,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,PHP,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,R,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,RUBY,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,RUST,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,TYPESCRIPT,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,JULIA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,OUTRA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,SCALA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Uso atualmente,JAVASCRIPT,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Uso atualmente,SHELL_SCRIPT,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,C,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,C_E_C,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,JAVA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,JAVASCRIPT,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,LABVIEW2,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,MATLAB,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,GO,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,JULIA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,OUTRA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,PHP,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,R,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,RUBY,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,RUST,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,SCALA,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,SHELL_SCRIPT,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Não tenho opinião / Não sei,FORTRAN,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,PYTHON,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,SQL,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,TYPESCRIPT,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,C,2,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,C_E_C,2,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,FORTRAN,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,GO,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,LABVIEW2,3,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,MATLAB,2,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,PHP,1,LINGUAGEM_PROGRAMACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,PYTHON,1,LINGUAGEM_PROGRAMACAO
